,name,salary,specialisation,experience,tags
1730,"Журналист, копирайтер",70000 руб.,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректор",Опыт работы 10 лет 5 месяцев,"['Копирайтинг', 'Рерайтинг', 'Журналистика', 'Написание текстов', 'Наполнение контентом', 'Написание рекламных статей', 'Редактирование текстов', 'SEO-копирайтинг', 'SMM', 'Написание пресс-релизов', 'Написание статей', 'CMS Wordpress', 'PR', 'Редактирование', 'Adobe Photoshop', 'Организация мероприятий', 'Корректура текстов', 'Работа со СМИ']"
1731,Журналист,80000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 8 месяцев,"['Написание сценариев', 'Написание текстов', 'Организация мероприятий', 'Креативность', 'Sony Vegas', 'Журналистика', 'Радио', 'Копирайтинг', 'Написание статей', 'Написание рекламных сценариев', 'Публичные выступления', 'Написание пресс-релизов', 'PR', 'Работа со СМИ', 'Организаторские навыки', 'Грамотная речь', 'Организация пресс-конференций', 'Sound Forge', 'Mac Os', 'Интервьюирование', 'Написание научных статей', 'Наличие контактов с журналистами']"
1732,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год,[]
1733,Журналист,,"Specializations:Journalist, correspondentDirector, scriptwriter",Work experience 9 years 2 months,"['Creative Writing', 'Research', 'Writing Articles']"
1734,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 10 месяцев,[]
1735,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 8 лет 10 месяцев,[]
1736,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 8 месяцев,"['Коммуникабельность, стрессоустойчивость, работа в режиме многозадачности,', 'CMS Wordpress', 'MC Office']"
1737,журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 15 лет 3 месяца,[]
1738,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 месяцев,"['Пользователь ПК', 'Умение работать в команде', 'Работа с большим объемом информации', 'Навыки межличностного общения', 'Поиск информации в интернет', 'Написание текстов', 'Взаимодействие с телевидением', 'Медиа-мониторинг', 'Видеомонтаж', 'Видеосъемка', 'Репортажная фотосъемка', 'куратор сайта', 'Владею информационными, аналитическими жанрами журналистики', 'Английский язык', 'Немецкий язык', 'Работа со СМИ', 'Интервьюирование', 'Корректура текстов', 'Adobe Premier Pro', 'Adobe Photoshop', 'Sony Vegas', 'Написание сценариев', 'Написание рекламных статей', 'Грамотность']"
1739,Журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 6 месяцев,"['Грамотность', 'Видеосъемка', 'Видеомонтаж', 'Sony Vegas', 'Adobe Premier', 'Креативность', 'Написание сценариев', 'Обработка видео', 'Организаторские навыки', 'Журналистика', 'Телевизионное производство', 'Написание пресс-релизов', 'Написание текстов', 'Литературное редактирование', 'Ведение переговоров', 'Английский язык', 'Adobe Premier Pro', 'Управление проектами', 'Монтаж звука', 'Интервьюирование', 'Редактирование текстов', 'Деловое общение']"
1740,журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 1 год 6 месяцев,"['Пользователь ПК', 'Грамотная речь', 'Водительское удостоверение категории B']"
1741,Журналист,45000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 лет 7 месяцев,"['Английский язык', 'Пользователь ПК', 'Adobe Photoshop', 'Деловая переписка', 'Письменный перевод', 'Организаторские навыки', 'Работа в команде', 'Грамотная речь', 'Деловое общение', 'Деловая коммуникация', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'CorelDRAW', 'Internet', 'Телефонные переговоры', 'Проведение презентаций', 'Business English', 'польский язык', 'Фотография', 'Фотомонтаж', 'Видеосъемка', 'Видеомонтаж', 'Обработка видео', 'Обработка изображений', 'Написание пресс-релизов', 'Написание статей', 'Написание текстов', 'Грамотность', 'Креативность', 'Социальные сети']"
1742,Журналист,60000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 13 лет 4 месяца,"['Грамотность', 'Редактирование текстов', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Умение работать в коллективе', 'Написание текстов', 'Телефонное интервью', 'Журналистика', 'Копирайтинг', 'Корректура текстов', 'Написание пресс-релизов', 'Политическая журналистика', 'Мониторинг СМИ', 'Написание рекламных сценариев', 'проведение интервью', 'Ведение групп в социальных сетях']"
1743,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 3 месяца,['Литературная и редакторская деятельность']
1744,Журналист-переводчик,,Специализации:Переводчик,Опыт работы 1 год 9 месяцев,"['Работоспособность', 'Обучаемость', 'Высокая скорость написания', 'грамотный русский язык', 'владение английским языком', 'владение французским языком', 'Написание статей', 'Написание текстов', 'Редактирование', 'Adobe Photoshop', 'Копирайтинг', 'Литературное редактирование', 'Журналистика', 'Корректура текстов', 'Грамотная речь', 'Грамотность', 'Рерайтинг', 'Пользователь ПК', 'Креативность', 'Работа в команде']"
1745,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 лет 4 месяца,['Мед. книжка']
1746,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 13 лет 9 месяцев,"['Репортажная фотосъемка', 'Спортивные мероприятия', 'Написание статей', 'Наполнение контентом', 'Организация мероприятий', 'Пользователь ПК', 'Грамотная речь', 'Написание текстов', 'Adobe Photoshop', 'Организаторские навыки', 'Написание пресс-релизов', 'Администрирование сайтов', 'Редактирование', 'Ведение переговоров', 'Работа в команде', 'Проведение презентаций', 'Водительское удостоверение категории B', 'Деловая переписка']"
1747,Журналист,120000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 20 лет 10 месяцев,"['HTML', 'Vegas Pro', 'Adobe Premiere', 'Adobe Photoshop', 'CorelDRAW', 'DJin', 'Synadyn', 'DT-FM', 'Sound Forge', 'Cool Edit Pro']"
1748,Журналист,10000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Обо мне,[]
1749,Журналист-редактор,,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 13 лет 2 месяца,"['Копирайтинг', 'Написание текстов', 'Написание рекламных статей', 'Грамотность', 'Поиск информации в интернет', 'Ведение групп в социальных сетях', 'Social Media Marketing', 'Наполнение контентом', 'Написание статей', 'Написание пресс-релизов', 'Грамотная речь', 'Работа в команде', 'Журналистика', 'Интервьюирование', 'Редактирование текстов', 'Организаторские навыки', 'Организация мероприятий']"
1750,Журналист,50000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 13 лет 11 месяцев,"['Перевод', 'Английский язык', 'Adobe Photoshop', 'Обработка изображений', 'Фотография', 'Журналистика', 'CorelDRAW', 'Adobe Illustrator', 'Ведение переговоров', 'Перевод договоров', 'Ведение переписки на иностранном языке', 'Письменный перевод', 'перевод статей', 'Верстка', 'Internet', 'Adobe InDesign']"
1751,Журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 лет 5 месяцев,"['Написание статей', 'Грамотная речь', 'Редакторская деятельность', 'Adobe Photoshop', 'Пользователь ПК', 'Литературное редактирование', 'Корректура текстов', 'Письменный перевод', 'Грамотность', 'Креативность', 'Деловое общение', 'Работа с людьми', 'Общая психология', 'Социальная психология', 'Администрирование', 'Работа с документами', 'Сбор и анализ информации', 'Телефонное интервью', 'Английский язык', 'Ведение переговоров', 'Управление проектами', 'Управление персоналом', 'Активные продажи', 'Проведение презентаций', 'Работа с большим объемом информации', 'Организаторские навыки', 'Работа в команде']"
1752,Журналист-переводчик,17000 руб.,Специализации:Переводчик,Опыт работы 2 года 4 месяца,"['MS Word, Excel.Internet']"
1753,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года,"['Уверенный пользователь ПК', 'Умение планировать и достигать поставленных целей', 'Умение работать в коллективе', 'Отличное знание современной оргтехники', 'Нацелена на результат и долгосрочное сотрудничество', 'Неординарный (креативный) подход к решению задач', 'Наличие коммуникативных навыков ', 'Оперативный поиск, сбор и анализ информации ']"
1754,"Журналист-редактор, pr-менеджер, контент-менеджер",70000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценаристКопирайтер, редактор, корректор",Опыт работы 24 года 4 месяца,[]
1755,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондентКопирайтер, редактор, корректорEvent-менеджер",Опыт работы 2 года 10 месяцев,"['Журналистика', 'Написание статей', 'Репортажная фотосъемка', 'Креативность', 'Фотография', 'Работа в команде', 'MS Word', 'Работа с большим объемом информации', 'Клиентоориентированность']"
1756,Журналист    ,,"Специализации:Журналист, корреспондент",Опыт работы 4 года 6 месяцев,[]
1757,Журналист-копирайтер,50000 руб.,"Специализации:Копирайтер, редактор, корректорРежиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года 1 месяц,"['Написание текстов', 'Наполнение контентом', 'Копирайтинг', 'Написание рекламных статей', 'Поиск информации в интернет', 'Социальные сети', 'Пользователь ПК', 'Google Docs', 'Ведение групп в социальных сетях', 'Грамотность', 'Написание статей', 'Работа с большим объемом информации', 'Креативность', 'Adobe Photoshop', 'Figma']"
1758,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 25 лет 5 месяцев,"['Обучаемость', 'Журналистика', 'Литературное редактирование', 'Организация мероприятий', 'Копирайтинг', 'Написание статей', 'Написание текстов', 'Написание рекламных статей', 'Репортажная фотосъемка', 'Написание пресс-релизов', 'Наполнение контентом', 'Интервьюирование', 'Фотография', 'Рерайтинг', 'Грамотная речь', 'Организаторские навыки', 'Ведение переговоров', 'Управление проектами', 'Организация презентаций', 'Управление персоналом', 'Проведение презентаций', 'Деловая переписка', 'Работа в команде', 'Подготовка презентаций', 'Пользователь ПК', 'Деловое общение', 'Интернет-реклама', 'Деловая коммуникация', 'Делопроизводство', 'Документооборот']"
1759,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года 11 месяцев,"['Мониторинг СМИ', 'Написание статей', 'Написание текстов', 'Работа со СМИ', 'Грамотная речь', 'Интервьюирование', 'Социальные сети', 'Проведение опросов', 'Редактирование', 'Наполнение контентом', 'Работа в команде', 'Креативность', 'final cut pro x', 'Пользователь ПК']"
1760,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 года 7 месяцев,[]
1761,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 5 лет 10 месяцев,"['Журналистика', 'Копирайтинг', 'Написание статей', 'Написание текстов', 'Редакторская деятельность', 'Редактирование', 'Английский язык', 'Репортажная фотосъемка', 'PR', 'Креативность', 'Наполнение контентом', 'Рерайтинг', 'Интервьюирование', 'Social Media Marketing', 'Грамотная речь', 'Грамотность', 'Пользователь ПК', 'Деловая переписка', 'Работа в команде', 'Деловая коммуникация']"
1762,Журналист,16000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 11 месяцев,"['Творческое мышление', 'Грамотная речь', 'Написание текстов', 'Пользователь ПК', 'Креативность', 'Верстка', 'Интервьюирование']"
1763,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 3 месяца,[]
1764,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 25 лет 6 месяцев,[]
1765,Журналист,80000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 24 года 10 месяцев,['Мед. книжка']
1766,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 7 лет 7 месяцев,"['Журналистика', 'Грамотная речь', 'Пользователь ПК', 'Поиск информации в интернет', 'Интервьюирование', 'Грамотность', 'Телефонное интервью', 'Работа в команде', 'Умение работать в коллективе', 'Оперативный поиск информации в сети Интернет', 'Проведение опросов', 'Написание статей', 'Ведение переговоров', 'Организаторские навыки', 'Деловое общение']"
1767,Журналист,80000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 22 года 9 месяцев,[]
1768,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 6 лет 8 месяцев,"['Креативность', 'Работа в команде', 'первичный документооборот', 'Поиск информации в интернет', 'Поддержка работы офиса', 'Организаторские навыки', 'Журналистика', 'Организация мероприятий', 'Фотография', 'Написание пресс-релизов', 'Пользователь ПК', 'Грамотная речь', 'Написание текстов', 'Деловая переписка', 'Деловое общение', 'Навыки продаж', 'Телефонные переговоры', 'Adobe Photoshop', 'Прием и распределение звонков']"
1769,Журналист,50000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 3 месяца,"['Ответственность', 'Коммуникабельность', 'Стрессоустойчивость', 'Активные продажи', 'Работа в команде', 'Организаторские навыки', 'Навыки продаж', 'Грамотная речь', 'Общая психология', 'SMS маркетинг', 'Продвижение в социальных группах', 'Написание текстов', 'Ведение групп в социальных сетях', 'Партнерские программы в социальных сетях', 'Социальные сети', 'Наполнение контентом', 'Видеомонтаж', 'Видеосъемка', 'Фотография', 'Фотомонтаж', 'Деловое общение', 'Умение работать в команде', 'Деловая коммуникация']"
1770,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 16 лет 3 месяца,[]
1771,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 4 месяца,"['Тяга к знаниям и обучению, стрессоустойчивость, интерес к текстам и слову.', 'Владею отлично навыками мобильной фото, видеосъемки, мобильного монтажа. Работаю в Photoshop, Figma.']"
1772,Журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 2 месяца,['Коммуникативные навыки']
1773,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 7 месяцев,[]
1774,"Фотокорреспондент, фотограф, журналист",,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 27 лет 5 месяцев,"['Умение снимать репортаж и постановочное фото, владею навыками работы с программами Photoshop, Corel,', 'Adobe Illustrator']"
1775,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 лет,"['Видеомонтаж', 'Видеосъемка', 'Обработка видео', 'Sony Vegas', 'Грамотность', 'Поиск информации в интернет', 'Работа с людьми', 'Репортажная фотосъемка', 'Фотография', 'Грамотная речь', 'Английский язык', 'Пользователь ПК', 'Креативность', 'Написание текстов', 'Работа в команде', 'Водительское удостоверение категории B', 'Adobe Photoshop', 'PR', 'Написание статей', 'Adobe After Effect', 'Обработка изображений']"
1776,Журналист,25000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 8 месяцев,"['Региональные СМИ', 'Электронные СМИ', 'Публичные выступления', 'Медиа-мониторинг', 'Наличие контактов с журналистами', 'Написание текстов', 'Управление проектами', 'Организаторские навыки', 'Написание рекламных статей', 'Работа в команде', 'Деловая переписка', 'Пользователь ПК', 'Деловое общение', 'Грамотная речь']"
1777,Журналист,50000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 22 года 5 месяцев,"['Журналистика', 'Редактирование', 'Написание статей', 'Редакторская деятельность', 'Литературное редактирование', 'Написание текстов', 'Интервьюирование', 'Internet', 'Написание рекламных статей', 'Креативность', 'Грамотная речь', 'Поиск информации в интернет', 'Корректура текстов', 'Грамотность', 'Работа с большим объемом информации', 'Редактирование текстов', 'Телефонное интервью', 'Графические редакторы', 'Пользователь ПК', 'Творческое мышление']"
1778,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 5 месяцев,[]
1779,Журналист,20000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 1 месяц,[]
1780,Журналист,30000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Ключевые навыки,"['•\tНаписание журналистских материалов различных жанров', '•\tСоздание репортажей;', '•\tКоммуникабельность, умение расположить к себе собеседника;', '•\tПунктуальность, ответственность, стрессоустойчивость, мобильность;']"
1781,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 4 месяца,"['Ведение отчетности', 'Внутренняя документация', 'Грамотная речь', 'Грамотность', 'Высокая скорость печати', 'Работа с большим объемом информации', 'Работа с людьми']"
1782,Журналист,10000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 6 месяцев,[]
1783,Журналист,60000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 13 лет 11 месяцев,"['Грамотность', 'Обработка изображений', 'Поиск информации в интернет', 'Написание рекламных сценариев', 'Написание сценариев', 'Маркетинговый анализ', 'Adobe Photoshop', 'Написание текстов', 'Креативность', 'Ведение групп в социальных сетях', 'Работа в команде', 'Пользователь ПК', 'MS PowerPoint', 'Грамотная речь', 'Репортажная фотосъемка', 'Написание статей', 'MS Outlook', 'Internet']"
1784,Журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет 2 месяца,['Работоспособность']
1785,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет 11 месяцев,"['Телевидение', 'Грамотность', 'Поиск информации в интернет', 'Редактирование', 'Написание статей', 'Репортажная фотосъемка', 'Телефонное интервью', 'Журналистика', 'Написание текстов', 'Грамотная речь', 'Редактирование текстов', 'Редакторская деятельность', 'Креативность', 'Adobe Audition', 'Работа в команде', 'Работа с большим объемом информации', 'Деловое общение', 'Коммуникабельность', 'судебные разбирательства']"
1786,Журналист,12000 USD,"Специализации:Журналист, корреспондентРежиссер, сценарист",Образование,[]
1787,Журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 17 лет 8 месяцев,[]
1788,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 4 месяца,"['знание иностранного языка', 'Коммуникабельность', 'Отзывчивость', 'Грамотная речь', 'Исполнительность', 'Организаторские навыки', 'Пользователь ПК', 'Английский язык', 'Работа с большим объемом информации', 'Грамотность', 'Навыки продаж']"
1789,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 4 года 5 месяцев,"['Стрессоустойчивость', 'Мобильность', 'Коммуникабельность', 'Владею навыками монтажа', 'Владею навыками операторской съёмки', 'Телефонные переговоры', 'Грамотная речь', 'Написание текстов']"
1790,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 3 года 10 месяцев,"['Написание пресс-релизов', 'Написание текстов', 'Копирайтинг', 'Работа со СМИ', 'Организаторские навыки', 'Журналистика', 'Adobe Premier Pro', 'Adobe Audition', 'Грамотная речь', 'Рерайтинг', 'Креативность', 'Работа в команде', 'выступления на радио', 'Пользователь ПК', 'Adobe Photoshop', 'Adobe After Effect', 'Видеосъемка', 'Обработка видео', 'Видеомонтаж']"
1791,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 10 лет 3 месяца,"['Работа в команде', 'Пользователь ПК', 'Грамотная речь', 'Деловая переписка', 'Наполнение контентом', 'Высокая скорость печати', 'Internet', 'Стрессоустойчивость', 'Коммуникативные навыки', 'Тележурналистика', 'Проведение телефонных интервью', 'Sound Forge', 'Монтаж звука', 'Adobe Premier', 'Видеомонтаж', 'Поиск информации в интернет', 'Телевидение', 'Журналистика', 'Обработка видео', 'Организаторские навыки', 'Организация мероприятий', 'Стратегия продаж', 'Управление персоналом', 'MS Excel', 'Выбор подрядных организаций', '1С-Битрикс', 'HTML']"
1792,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 5 месяцев,[]
1793,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 18 лет 3 месяца,[]
1794,Журналист,20000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 10 месяцев,"['Работоспособность', 'Исполнительность', 'Пунктуальность', 'Ответственность']"
1795,журналист,30000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 10 лет 5 месяцев,['MS Office']
1796,Журналист,25000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 6 лет 6 месяцев,"['Грамотность', 'Публичные выступления', 'Деловое общение', 'Навыки межличностного общения', 'Креативность', 'Поиск информации в интернет', 'Редактирование', 'Работа с людьми', 'Написание статей', 'Интервьюирование', 'Электронная почта', 'Журналистика']"
1797,Журналист,12000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 3 месяца,[]
1798,Журналист,,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 12 лет 4 месяца,"['Креативность', 'Работа со СМИ', 'Мониторинг СМИ', 'Написание статей', 'Телевидение', 'Работа в команде', 'Организаторские навыки', 'Навыки переговоров', 'Ведение переговоров', 'Написание текстов', 'Телевизионное производство', 'Журналистика', 'Написание пресс-релизов', 'PR', 'Организация мероприятий', 'Деловая переписка', 'Наличие контактов с журналистами', 'Интервьюирование', 'Грамотность', 'Заключение договоров']"
1799,Журналист,15000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 9 лет 7 месяцев,[]
1800,"радиоведущий, журналист, корреспондент",,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 1 месяц,"['написание текстов новостей, коммуникабельность, оперативность']"
1801,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Высшее образование,[]
1802,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Высшее образование,[]
1803,Журналист,35000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Обо мне,[]
1804,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 1 год 9 месяцев,"['Продвижение бренда', 'Репортажная фотосъемка', 'Планирование рекламных кампаний', 'Телефонное интервью', 'Редакторская деятельность', 'Interviews', 'Английский язык', 'Написание статей', 'Редактирование', 'Интервьюирование', 'Социальные сети', 'Журналистика', 'Mac Os', 'Написание текстов', 'Продюсирование', 'Управление проектами', 'Ведение переговоров', 'Медиапланирование', 'Adobe Photoshop', 'Организация мероприятий', 'Деловая переписка', 'Интернет-реклама', 'MS PowerPoint', 'Организаторские навыки', 'Письменный перевод', 'Грамотная речь', 'Проведение презентаций', 'Французский язык']"
1805,Журналист-копирайтер,18000 руб.,"Специализации:Журналист, корреспондентКопирайтер, редактор, корректорРежиссер, сценарист",Опыт работы 2 года 8 месяцев,"['Креативность', 'Поставленная речь', 'Богатый словарный запас', 'Широкий кругозор', 'Грамотность', 'Английский язык', 'Ориентация на результат', 'Амбициозность', 'Трудоголизм', 'Копирайтинг', 'Написание статей', 'Написание текстов', 'написание аналитических текстов', 'Написание сценариев', 'Написание рекламных статей', 'MS Word', 'MS PowerPoint', 'Навыки работы в Tilda', 'Навыки работы в Canva', 'Деловое общение']"
1806,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 6 месяцев,"['Написание статей', 'Написание текстов', 'Телевизионное производство', 'Редакторская деятельность', 'Интервьюирование']"
1807,Журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 4 года 9 месяцев,"['создание и редактирование текстов', 'Английский язык', 'Наполнение контентом', 'Слепая печать', 'проведение интервью', 'Журналистика', 'Инфографика', 'Перевод', 'Высокая скорость печати']"
1808,Журналист,40000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 2 года 2 месяца,"['Написание текстов', 'Написание статей', 'Журналистика']"
1809,Журналист,40000 руб.,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 8 лет 1 месяц,['Ответственность']
1810,Журналист,,"Специализации:Журналист, корреспондентРежиссер, сценарист",Опыт работы 2 года 11 месяцев,"['Adobe Audition', 'Adobe Photoshop', 'Adobe Premier', 'MS Word', 'Интервьюирование', 'Копирайтинг', 'Написание статей', 'Написание текстов', 'Поиск информации в интернет', 'Работа с большим объемом информации', 'Репортаж']"
1811,Журналист,20000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 5 лет 2 месяца,"['Активный пользователь ПК и сети Internet', 'Написание статей для размещения в СМИ', 'Реализация видеосъемки и монтажа']"
1812,Журналист,80000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 3 года 5 месяцев,[]
1813,Журналист,30000 руб.,"Специализации:Менеджер по туризмуЖурналист, корреспондент",Опыт работы 13 лет 10 месяцев,"['Сбор и анализ информации', 'Пользователь ПК', 'Грамотная речь', 'Проведение опросов', 'Деловое общение', 'Работа с большим объемом информации', 'Деловая переписка', 'Ведение переговоров']"
1814,Журналист,30000 руб.,"Специализации:Журналист, корреспондент",Опыт работы 10 лет 11 месяцев,"['Написание статей', 'Журналистика', 'Написание текстов', 'Интервьюирование', 'Редакторская деятельность']"
1815,Журналист,35000 руб.,"Специализации:Режиссер, сценаристЖурналист, корреспондент",Опыт работы 11 лет 5 месяцев,"['Умение работать в команде', 'Документальное сопровождение', 'Организация движения и учета документов', 'Работа с документами', 'Бумажный документооборот', 'Пользователь ПК', 'Делопроизводство', 'Ведение документации', 'Деловая переписка', 'Внутренняя документация', 'Навыки составления отчетности', 'Работа с оргтехникой', 'Электронная почта', 'Грамотная речь', 'Деловое общение', 'Работа в команде', 'Электронный документооборот', 'MS Outlook', 'MS PowerPoint', 'Деловая коммуникация', 'Internet', 'Консультант плюс', 'Consultant Plus', 'MS Office', 'Умение работать на полиграфе Диана', 'Антикризисные коммуникации', 'Внутренние коммуникации', 'Маркетинговые коммуникации', 'Анализ торговой марки', 'Работа на выставках']"
